date,value
1972-10-31,9292
1972-11-01,9021
1972-11-02,8837
1972-11-03,9318
1972-11-04,8099
1972-11-05,7465
1972-11-06,9256
1972-11-07,9429
1972-11-08,9240
1972-11-09,9064
1972-11-10,9241
1972-11-11,8524
1972-11-12,7808
1972-11-13,9000
1972-11-14,9446
1972-11-15,9051
1972-11-16,9052
1972-11-17,9291
1972-11-18,8082
1972-11-19,7806
1972-11-20,9506
1972-11-21,9546
1972-11-22,9157
1972-11-23,7403
1972-11-24,8603
1972-11-25,8307
1972-11-26,7790
1972-11-27,9374
1972-11-28,9663
1972-11-29,9178
1972-11-30,9056
1972-12-01,9060
1972-12-02,8109
1972-12-03,7883
1972-12-04,9296
1972-12-05,9677
1972-12-06,9279
1972-12-07,9126
1972-12-08,9010
1972-12-09,8241
1972-12-10,7882
1972-12-11,9439
1972-12-12,9902
1972-12-13,9356
1972-12-14,9277
1972-12-15,9706
1972-12-16,8676
1972-12-17,7770
1972-12-18,10101
1972-12-19,10264
1972-12-20,9800
1972-12-21,9431
1972-12-22,8767
1972-12-23,7566
1972-12-24,7177
1972-12-25,7241
1972-12-26,8785
1972-12-27,9832
1972-12-28,10023
1972-12-29,10026
1972-12-30,8557
1972-12-31,7812
1973-01-01,7391
1973-01-02,8242
1973-01-03,8966
1973-01-04,8879
1973-01-05,8859
1973-01-06,7766
1973-01-07,7309
1973-01-08,8586
1973-01-09,8706
1973-01-10,8679
1973-01-11,8950
1973-01-12,9185
1973-01-13,8184
1973-01-14,7560
1973-01-15,8903
1973-01-16,9349
1973-01-17,9196
1973-01-18,9064
1973-01-19,9387
1973-01-20,8022
1973-01-21,7619
1973-01-22,9039
1973-01-23,9272
1973-01-24,8886
1973-01-25,8959
1973-01-26,9037
1973-01-27,8022
1973-01-28,7827
1973-01-29,8989
1973-01-30,8759
1973-01-31,8837
1973-02-01,8495
1973-02-02,8877
1973-02-03,8127
1973-02-04,7487
1973-02-05,9013
1973-02-06,9232
1973-02-07,8828
1973-02-08,8799
1973-02-09,9005
1973-02-10,8121
1973-02-11,7411
1973-02-12,8905
1973-02-13,8896
1973-02-14,9123
1973-02-15,8905
1973-02-16,8941
1973-02-17,8154
1973-02-18,7409
1973-02-19,8613
1973-02-20,9140
1973-02-21,9342
1973-02-22,8816
1973-02-23,8933
1973-02-24,8350
1973-02-25,7893
1973-02-26,8867
1973-02-27,9027
1973-02-28,8934
1973-03-01,9049
1973-03-02,9250
1973-03-03,8431
1973-03-04,7834
1973-03-05,8982
1973-03-06,9410
1973-03-07,9087
1973-03-08,9036
1973-03-09,9100
1973-03-10,8215
1973-03-11,7675
1973-03-12,9191
1973-03-13,9411
1973-03-14,8913
1973-03-15,9092
1973-03-16,8899
1973-03-17,8060
1973-03-18,7573
1973-03-19,8728
1973-03-20,9052
1973-03-21,8797
1973-03-22,8804
1973-03-23,8970
1973-03-24,7848
1973-03-25,7603
1973-03-26,8968
1973-03-27,9110
1973-03-28,8752
1973-03-29,8836
1973-03-30,8919
1973-03-31,7887
1973-04-01,7495
1973-04-02,8906
1973-04-03,9035
1973-04-04,8766
1973-04-05,8507
1973-04-06,8615
1973-04-07,8060
1973-04-08,7355
1973-04-09,8449
1973-04-10,8843
1973-04-11,8781
1973-04-12,8613
1973-04-13,8616
1973-04-14,7445
1973-04-15,7167
1973-04-16,8659
1973-04-17,8917
1973-04-18,8891
1973-04-19,8672
1973-04-20,8540
1973-04-21,7579
1973-04-22,6954
1973-04-23,8372
1973-04-24,8757
1973-04-25,8352
1973-04-26,8508
1973-04-27,8537
1973-04-28,7390
1973-04-29,6757
1973-04-30,8514
1973-05-01,8846
1973-05-02,8501
1973-05-03,8321
1973-05-04,8296
1973-05-05,7546
1973-05-06,6892
1973-05-07,8274
1973-05-08,8980
1973-05-09,8626
1973-05-10,8438
1973-05-11,8619
1973-05-12,7439
1973-05-13,6989
1973-05-14,8236
1973-05-15,8776
1973-05-16,8545
1973-05-17,8549
1973-05-18,8584
1973-05-19,7699
1973-05-20,7165
1973-05-21,8661
1973-05-22,8767
1973-05-23,8506
1973-05-24,8429
1973-05-25,9097
1973-05-26,7708
1973-05-27,7179
1973-05-28,7303
1973-05-29,8909
1973-05-30,8785
1973-05-31,8588
1973-06-01,8855
1973-06-02,7846
1973-06-03,7209
1973-06-04,8505
1973-06-05,8898
1973-06-06,8706
1973-06-07,8786
1973-06-08,8801
1973-06-09,7930
1973-06-10,7330
1973-06-11,8896
1973-06-12,9026
1973-06-13,8730
1973-06-14,8625
1973-06-15,8822
1973-06-16,8025
1973-06-17,7405
1973-06-18,8959
1973-06-19,9046
1973-06-20,8702
1973-06-21,8782
1973-06-22,8928
1973-06-23,7782
1973-06-24,7281
1973-06-25,8790
1973-06-26,9081
1973-06-27,9012
1973-06-28,9068
1973-06-29,9008
1973-06-30,7931
1973-07-01,7561
1973-07-02,9003
1973-07-03,9829
1973-07-04,7910
1973-07-05,9168
1973-07-06,9450
1973-07-07,8352
1973-07-08,7787
1973-07-09,9326
1973-07-10,9627
1973-07-11,9197
1973-07-12,8939
1973-07-13,9028
1973-07-14,8445
1973-07-15,7551
1973-07-16,9090
1973-07-17,9639
1973-07-18,9272
1973-07-19,9290
1973-07-20,9470
1973-07-21,8295
1973-07-22,7644
1973-07-23,9236
1973-07-24,9450
1973-07-25,9493
1973-07-26,9332
1973-07-27,9416
1973-07-28,8424
1973-07-29,7745
1973-07-30,9225
1973-07-31,9702
1973-08-01,9437
1973-08-02,9399
1973-08-03,9421
1973-08-04,8095
1973-08-05,7616
1973-08-06,9444
1973-08-07,9770
1973-08-08,9598
1973-08-09,9418
1973-08-10,9829
1973-08-11,8192
1973-08-12,7908
1973-08-13,9208
1973-08-14,9842
1973-08-15,9540
1973-08-16,9283
1973-08-17,9309
1973-08-18,8280
1973-08-19,7781
1973-08-20,9467
1973-08-21,9641
1973-08-22,9417
1973-08-23,9049
1973-08-24,9348
1973-08-25,8320
1973-08-26,7978
1973-08-27,9497
1973-08-28,9701
1973-08-29,9408
1973-08-30,9556
1973-08-31,9391
1973-09-01,8400
1973-09-02,7707
1973-09-03,7781
1973-09-04,9514
1973-09-05,9897
1973-09-06,9211
1973-09-07,9417
1973-09-08,8257
1973-09-09,7961
1973-09-10,9165
1973-09-11,9701
1973-09-12,9303
1973-09-13,9106
1973-09-14,9669
1973-09-15,8507
1973-09-16,7994
1973-09-17,9538
1973-09-18,9625
1973-09-19,9364
1973-09-20,9768
1973-09-21,9617
1973-09-22,8731
1973-09-23,8256
1973-09-24,9611
1973-09-25,10089
1973-09-26,9795
1973-09-27,9597
1973-09-28,9547
1973-09-29,8433
1973-09-30,8014
1973-10-01,9297
1973-10-02,9676
1973-10-03,9069
1973-10-04,8949
1973-10-05,9247
1973-10-06,8174
1973-10-07,7616
1973-10-08,9056
1973-10-09,9309
1973-10-10,9127
1973-10-11,8822
1973-10-12,8928
1973-10-13,7928
1973-10-14,7443
1973-10-15,8823
1973-10-16,9105
1973-10-17,8714
1973-10-18,8702
1973-10-19,8853
1973-10-20,7637
1973-10-21,7046
1973-10-22,8430
1973-10-23,9255
1973-10-24,8805
1973-10-25,8507
1973-10-26,8753
1973-10-27,7746
1973-10-28,7374
1973-10-29,8564
1973-10-30,8728
1973-10-31,8695
1973-11-01,8763
1973-11-02,8759
1973-11-03,7741
1973-11-04,7245
1973-11-05,8712
1973-11-06,8608
1973-11-07,8716
1973-11-08,8646
1973-11-09,8997
1973-11-10,7859
1973-11-11,7420
1973-11-12,8684
1973-11-13,9149
1973-11-14,8839
1973-11-15,8721
1973-11-16,9139
1973-11-17,7877
1973-11-18,7420
1973-11-19,8875
1973-11-20,9399
1973-11-21,8596
1973-11-22,7049
1973-11-23,8242
1973-11-24,7760
1973-11-25,7379
1973-11-26,9052
1973-11-27,9345
1973-11-28,8592
1973-11-29,8552
1973-11-30,8590
1973-12-01,7667
1973-12-02,7312
1973-12-03,8739
1973-12-04,9104
1973-12-05,8799
1973-12-06,8649
1973-12-07,8481
1973-12-08,7682
1973-12-09,7456
1973-12-10,8892
1973-12-11,9058
1973-12-12,8794
1973-12-13,8751
1973-12-14,9177
1973-12-15,7821
1973-12-16,7664
1973-12-17,9410
1973-12-18,9536
1973-12-19,9317
1973-12-20,8981
1973-12-21,8931
1973-12-22,7585
1973-12-23,7012
1973-12-24,7300
1973-12-25,6964
1973-12-26,8136
1973-12-27,9509
1973-12-28,9950
1973-12-29,8320
1973-12-30,7365
1973-12-31,8966
1974-01-01,7002
1974-01-02,7809
1974-01-03,8377
1974-01-04,8851
1974-01-05,7827
1974-01-06,7093
1974-01-07,8623
1974-01-08,8786
1974-01-09,8346
1974-01-10,8682
1974-01-11,9044
1974-01-12,7769
1974-01-13,7352
1974-01-14,8796
1974-01-15,8939
1974-01-16,8732
1974-01-17,8604
1974-01-18,8971
1974-01-19,7751
1974-01-20,7479
1974-01-21,9058
1974-01-22,8767
1974-01-23,8457
1974-01-24,8692
1974-01-25,8690
1974-01-26,7799
1974-01-27,7541
1974-01-28,8462
1974-01-29,8911
1974-01-30,8439
1974-01-31,8620
1974-02-01,8768
1974-02-02,7853
1974-02-03,7432
1974-02-04,8651
1974-02-05,8892
1974-02-06,8792
1974-02-07,8705
1974-02-08,8822
1974-02-09,7692
1974-02-10,7150
1974-02-11,8766
1974-02-12,8924
1974-02-13,8808
1974-02-14,8895
1974-02-15,9034
1974-02-16,7939
1974-02-17,7456
1974-02-18,8637
1974-02-19,9016
1974-02-20,8909
1974-02-21,8748
1974-02-22,9060
1974-02-23,8151
1974-02-24,7558
1974-02-25,8512
1974-02-26,8856
1974-02-27,8710
1974-02-28,8534
1974-03-01,8917
1974-03-02,8083
1974-03-03,7650
1974-03-04,8890
1974-03-05,9270
1974-03-06,8686
1974-03-07,8640
1974-03-08,8964
1974-03-09,7950
1974-03-10,7417
1974-03-11,8837
1974-03-12,8884
1974-03-13,8507
1974-03-14,8402
1974-03-15,8890
1974-03-16,7834
1974-03-17,7226
1974-03-18,8694
1974-03-19,8978
1974-03-20,8455
1974-03-21,8400
1974-03-22,8668
1974-03-23,7773
1974-03-24,7034
1974-03-25,8570
1974-03-26,8756
1974-03-27,8515
1974-03-28,8461
1974-03-29,8639
1974-03-30,7526
1974-03-31,7305
1974-04-01,8550
1974-04-02,9148
1974-04-03,8571
1974-04-04,8517
1974-04-05,8656
1974-04-06,7455
1974-04-07,7051
1974-04-08,8436
1974-04-09,8917
1974-04-10,8446
1974-04-11,8259
1974-04-12,8386
1974-04-13,7609
1974-04-14,7032
1974-04-15,8342
1974-04-16,8615
1974-04-17,8602
1974-04-18,8333
1974-04-19,8587
1974-04-20,7480
1974-04-21,7208
1974-04-22,8497
1974-04-23,9035
1974-04-24,8665
1974-04-25,8556
1974-04-26,8762
1974-04-27,7490
1974-04-28,7055
1974-04-29,8332
1974-04-30,8677
1974-05-01,8574
1974-05-02,8238
1974-05-03,8660
1974-05-04,7384
1974-05-05,6928
1974-05-06,8317
1974-05-07,8886
1974-05-08,8484
1974-05-09,8525
1974-05-10,8595
1974-05-11,7710
1974-05-12,7086
1974-05-13,8639
1974-05-14,8886
1974-05-15,9020
1974-05-16,8630
1974-05-17,8873
1974-05-18,7667
1974-05-19,6896
1974-05-20,8793
1974-05-21,9061
1974-05-22,8776
1974-05-23,8577
1974-05-24,8924
1974-05-25,7593
1974-05-26,6932
1974-05-27,7460
1974-05-28,8570
1974-05-29,9063
1974-05-30,8958
1974-05-31,9050
1974-06-01,7448
1974-06-02,7046
1974-06-03,8314
1974-06-04,8910
1974-06-05,8737
1974-06-06,8599
1974-06-07,9110
1974-06-08,7471
1974-06-09,7181
1974-06-10,8939
1974-06-11,8754
1974-06-12,8603
1974-06-13,8456
1974-06-14,8898
1974-06-15,7666
1974-06-16,7211
1974-06-17,8676
1974-06-18,9016
1974-06-19,8864
1974-06-20,8833
1974-06-21,9364
1974-06-22,8003
1974-06-23,7162
1974-06-24,8503
1974-06-25,9038
1974-06-26,8999
1974-06-27,8882
1974-06-28,9089
1974-06-29,8011
1974-06-30,7531
1974-07-01,9216
1974-07-02,9923
1974-07-03,9693
1974-07-04,7924
1974-07-05,9051
1974-07-06,8285
1974-07-07,7626
1974-07-08,9472
1974-07-09,9860
1974-07-10,9423
1974-07-11,9218
1974-07-12,9283
1974-07-13,8228
1974-07-14,7605
1974-07-15,9267
1974-07-16,9697
1974-07-17,9419
1974-07-18,9122
1974-07-19,9523
1974-07-20,8471
1974-07-21,7433
1974-07-22,9314
1974-07-23,10110
1974-07-24,9327
1974-07-25,9263
1974-07-26,9574
1974-07-27,8492
1974-07-28,7872
1974-07-29,9454
1974-07-30,9821
1974-07-31,9591
1974-08-01,9707
1974-08-02,9636
1974-08-03,8470
1974-08-04,7813
1974-08-05,9124
1974-08-06,9967
1974-08-07,9616
1974-08-08,9550
1974-08-09,9696
1974-08-10,8431
1974-08-11,7724
1974-08-12,9643
1974-08-13,10213
1974-08-14,9586
1974-08-15,9825
1974-08-16,9835
1974-08-17,8556
1974-08-18,8073
1974-08-19,9582
1974-08-20,10153
1974-08-21,9711
1974-08-22,9335
1974-08-23,9795
1974-08-24,8486
1974-08-25,7854
1974-08-26,9556
1974-08-27,10075
1974-08-28,9599
1974-08-29,9544
1974-08-30,9780
1974-08-31,8537
1974-09-01,7909
1974-09-02,7969
1974-09-03,9471
1974-09-04,9980
1974-09-05,9581
1974-09-06,9727
1974-09-07,8550
1974-09-08,7889
1974-09-09,9796
1974-09-10,10074
1974-09-11,9797
1974-09-12,9832
1974-09-13,9868
1974-09-14,8869
1974-09-15,8266
1974-09-16,10050
1974-09-17,10275
1974-09-18,10033
1974-09-19,9982
1974-09-20,10324
1974-09-21,9004
1974-09-22,8622
1974-09-23,10137
1974-09-24,10375
1974-09-25,10043
1974-09-26,10129
1974-09-27,10288
1974-09-28,9243
1974-09-29,8585
1974-09-30,9975
1974-10-01,10264
1974-10-02,9895
1974-10-03,9767
1974-10-04,9842
1974-10-05,8693
1974-10-06,8092
1974-10-07,9756
1974-10-08,9808
1974-10-09,9505
1974-10-10,9695
1974-10-11,9717
1974-10-12,8335
1974-10-13,7767
1974-10-14,9205
1974-10-15,9572
1974-10-16,9211
1974-10-17,9311
1974-10-18,9453
1974-10-19,8186
1974-10-20,7472
1974-10-21,9013
1974-10-22,9327
1974-10-23,8965
1974-10-24,8792
1974-10-25,9199
1974-10-26,8274
1974-10-27,7880
1974-10-28,8874
1974-10-29,9355
1974-10-30,9127
1974-10-31,8913
1974-11-01,9198
1974-11-02,8055
1974-11-03,7567
1974-11-04,8974
1974-11-05,9500
1974-11-06,9051
1974-11-07,8819
1974-11-08,8975
1974-11-09,7806
1974-11-10,7519
1974-11-11,9223
1974-11-12,9274
1974-11-13,8913
1974-11-14,9061
1974-11-15,9241
1974-11-16,7804
1974-11-17,7471
1974-11-18,9217
1974-11-19,9427
1974-11-20,9234
1974-11-21,9035
1974-11-22,9076
1974-11-23,8103
1974-11-24,7545
1974-11-25,8838
1974-11-26,9488
1974-11-27,9047
1974-11-28,7294
1974-11-29,8424
1974-11-30,7727
1974-12-01,7569
1974-12-02,9259
1974-12-03,9539
1974-12-04,9072
1974-12-05,8935
1974-12-06,9043
1974-12-07,7969
1974-12-08,7668
1974-12-09,8970
1974-12-10,9212
1974-12-11,9043
1974-12-12,9045
1974-12-13,8751
1974-12-14,7845
1974-12-15,7505
1974-12-16,9188
1974-12-17,9640
1974-12-18,9403
1974-12-19,9344
1974-12-20,9453
1974-12-21,7840
1974-12-22,7077
1974-12-23,8086
1974-12-24,7538
1974-12-25,6820
1974-12-26,8463
1974-12-27,9603
1974-12-28,8224
1974-12-29,7383
1974-12-30,9641
1974-12-31,9637
1975-01-01,7028
1975-01-02,7873
1975-01-03,8425
1975-01-04,7670
1975-01-05,7250
1975-01-06,8426
1975-01-07,8792
1975-01-08,8416
1975-01-09,8461
1975-01-10,8852
1975-01-11,7928
1975-01-12,7240
1975-01-13,8619
1975-01-14,9188
1975-01-15,8893
1975-01-16,8636
1975-01-17,9012
1975-01-18,7876
1975-01-19,7448
1975-01-20,8902
1975-01-21,9102
1975-01-22,8558
1975-01-23,8747
1975-01-24,8771
1975-01-25,8077
1975-01-26,7708
1975-01-27,8783
1975-01-28,9149
1975-01-29,8900
1975-01-30,8617
1975-01-31,8677
1975-02-01,7699
1975-02-02,7316
1975-02-03,8881
1975-02-04,9093
1975-02-05,8829
1975-02-06,8425
1975-02-07,8969
1975-02-08,7852
1975-02-09,7564
1975-02-10,8733
1975-02-11,9126
1975-02-12,8948
1975-02-13,8762
1975-02-14,9219
1975-02-15,7997
1975-02-16,7545
1975-02-17,8373
1975-02-18,9232
1975-02-19,8796
1975-02-20,8984
1975-02-21,8919
1975-02-22,7917
1975-02-23,7277
1975-02-24,8854
1975-02-25,9150
1975-02-26,8820
1975-02-27,8541
1975-02-28,8974
1975-03-01,7921
1975-03-02,7387
1975-03-03,8963
1975-03-04,9037
1975-03-05,8854
1975-03-06,8840
1975-03-07,9055
1975-03-08,7804
1975-03-09,7146
1975-03-10,8568
1975-03-11,9239
1975-03-12,8933
1975-03-13,8610
1975-03-14,9098
1975-03-15,7591
1975-03-16,7235
1975-03-17,9000
1975-03-18,9090
1975-03-19,8867
1975-03-20,8926
1975-03-21,9072
1975-03-22,8038
1975-03-23,7522
1975-03-24,8784
1975-03-25,9206
1975-03-26,8912
1975-03-27,8553
1975-03-28,8799
1975-03-29,7630
1975-03-30,7171
1975-03-31,8522
1975-04-01,8871
1975-04-02,8770
1975-04-03,8901
1975-04-04,8616
1975-04-05,7581
1975-04-06,7162
1975-04-07,8501
1975-04-08,9120
1975-04-09,8823
1975-04-10,8577
1975-04-11,8931
1975-04-12,7550
1975-04-13,7002
1975-04-14,8450
1975-04-15,9114
1975-04-16,8676
1975-04-17,8536
1975-04-18,9131
1975-04-19,7614
1975-04-20,7029
1975-04-21,8448
1975-04-22,8944
1975-04-23,8511
1975-04-24,8526
1975-04-25,8855
1975-04-26,7637
1975-04-27,7162
1975-04-28,8749
1975-04-29,9251
1975-04-30,8661
1975-05-01,8654
1975-05-02,8671
1975-05-03,7579
1975-05-04,7196
1975-05-05,8517
1975-05-06,8961
1975-05-07,8467
1975-05-08,8551
1975-05-09,8861
1975-05-10,7468
1975-05-11,7228
1975-05-12,9038
1975-05-13,9247
1975-05-14,8905
1975-05-15,8834
1975-05-16,8918
1975-05-17,8009
1975-05-18,7269
1975-05-19,8828
1975-05-20,9554
1975-05-21,9043
1975-05-22,9120
1975-05-23,9133
1975-05-24,7806
1975-05-25,7512
1975-05-26,7532
1975-05-27,8792
1975-05-28,8912
1975-05-29,8982
1975-05-30,9000
1975-05-31,7619
1975-06-01,7244
1975-06-02,8555
1975-06-03,8996
1975-06-04,8742
1975-06-05,8783
1975-06-06,9112
1975-06-07,7642
1975-06-08,7149
1975-06-09,8623
1975-06-10,8997
1975-06-11,8844
1975-06-12,8954
1975-06-13,8763
1975-06-14,7991
1975-06-15,7271
1975-06-16,8681
1975-06-17,9212
1975-06-18,9050
1975-06-19,9115
1975-06-20,9039
1975-06-21,7959
1975-06-22,7413
1975-06-23,9159
1975-06-24,9400
1975-06-25,9114
1975-06-26,9024
1975-06-27,8955
1975-06-28,8129
1975-06-29,7413
1975-06-30,9051
1975-07-01,9512
1975-07-02,9340
1975-07-03,9393
1975-07-04,7917
1975-07-05,7988
1975-07-06,7714
1975-07-07,9474
1975-07-08,10078
1975-07-09,9417
1975-07-10,9224
1975-07-11,9451
1975-07-12,7853
1975-07-13,7399
1975-07-14,9295
1975-07-15,9624
1975-07-16,9370
1975-07-17,9486
1975-07-18,9468
1975-07-19,8370
1975-07-20,7815
1975-07-21,9519
1975-07-22,9965
1975-07-23,9751
1975-07-24,9498
1975-07-25,9495
1975-07-26,8132
1975-07-27,7952
1975-07-28,9373
1975-07-29,9872
1975-07-30,9389
1975-07-31,9460
1975-08-01,9708
1975-08-02,8578
1975-08-03,8075
1975-08-04,9590
1975-08-05,9617
1975-08-06,9653
1975-08-07,9266
1975-08-08,9253
1975-08-09,8016
1975-08-10,7686
1975-08-11,9395
1975-08-12,9824
1975-08-13,9493
1975-08-14,9568
1975-08-15,9643
1975-08-16,8505
1975-08-17,8045
1975-08-18,9115
1975-08-19,9524
1975-08-20,9480
1975-08-21,9278
1975-08-22,9443
1975-08-23,8365
1975-08-24,7982
1975-08-25,9414
1975-08-26,9907
1975-08-27,9457
1975-08-28,9371
1975-08-29,9587
1975-08-30,8281
1975-08-31,7660
1975-09-01,7804
1975-09-02,9425
1975-09-03,9529
1975-09-04,9313
1975-09-05,9525
1975-09-06,8466
1975-09-07,7982
1975-09-08,9253
1975-09-09,9662
1975-09-10,9265
1975-09-11,9342
1975-09-12,10013
1975-09-13,8310
1975-09-14,7745
1975-09-15,9382
1975-09-16,9813
1975-09-17,9591
1975-09-18,9743
1975-09-19,9910
1975-09-20,8541
1975-09-21,8217
1975-09-22,9570
1975-09-23,9933
1975-09-24,9579
1975-09-25,9430
1975-09-26,9579
1975-09-27,8632
1975-09-28,7971
1975-09-29,9396
1975-09-30,9665
1975-10-01,9732
1975-10-02,9435
1975-10-03,9286
1975-10-04,8310
1975-10-05,7965
1975-10-06,9181
1975-10-07,9464
1975-10-08,9252
1975-10-09,9229
1975-10-10,9212
1975-10-11,7985
1975-10-12,7601
1975-10-13,8897
1975-10-14,9209
1975-10-15,9234
1975-10-16,8725
1975-10-17,8983
1975-10-18,7719
1975-10-19,7334
1975-10-20,8604
1975-10-21,8919
1975-10-22,8572
1975-10-23,8633
1975-10-24,8886
1975-10-25,7697
1975-10-26,7442
1975-10-27,8597
1975-10-28,8761
1975-10-29,8713
1975-10-30,8527
1975-10-31,8548
1975-11-01,7716
1975-11-02,7222
1975-11-03,8811
1975-11-04,9002
1975-11-05,8614
1975-11-06,8813
1975-11-07,8913
1975-11-08,7924
1975-11-09,7522
1975-11-10,8932
1975-11-11,8926
1975-11-12,8518
1975-11-13,8822
1975-11-14,8996
1975-11-15,7596
1975-11-16,7302
1975-11-17,8560
1975-11-18,8796
1975-11-19,8935
1975-11-20,8535
1975-11-21,9049
1975-11-22,7763
1975-11-23,7392
1975-11-24,8873
1975-11-25,9475
1975-11-26,8910
1975-11-27,7356
1975-11-28,8394
1975-11-29,7566
1975-11-30,7497
1975-12-01,8834
1975-12-02,9102
1975-12-03,8813
1975-12-04,8671
1975-12-05,8856
1975-12-06,7733
1975-12-07,7428
1975-12-08,8911
1975-12-09,9024
1975-12-10,8958
1975-12-11,8778
1975-12-12,9024
1975-12-13,7865
1975-12-14,7528
1975-12-15,9070
1975-12-16,9556
1975-12-17,9212
1975-12-18,9368
1975-12-19,9328
1975-12-20,7912
1975-12-21,7348
1975-12-22,8585
1975-12-23,8767
1975-12-24,7737
1975-12-25,7145
1975-12-26,8598
1975-12-27,7950
1975-12-28,7328
1975-12-29,9397
1975-12-30,10144
1975-12-31,9578
1976-01-01,7302
1976-01-02,7994
1976-01-03,7458
1976-01-04,7251
1976-01-05,8252
1976-01-06,8945
1976-01-07,8611
1976-01-08,8417
1976-01-09,8585
1976-01-10,7634
1976-01-11,7236
1976-01-12,8708
1976-01-13,9048
1976-01-14,8951
1976-01-15,8736
1976-01-16,8847
1976-01-17,7969
1976-01-18,7148
1976-01-19,8893
1976-01-20,9002
1976-01-21,8639
1976-01-22,8893
1976-01-23,8771
1976-01-24,7866
1976-01-25,7519
1976-01-26,8550
1976-01-27,8877
1976-01-28,8659
1976-01-29,8699
1976-01-30,8792
1976-01-31,7702
1976-02-01,7472
1976-02-02,8858
1976-02-03,8846
1976-02-04,8766
1976-02-05,8674
1976-02-06,8817
1976-02-07,7684
1976-02-08,7356
1976-02-09,8541
1976-02-10,9222
1976-02-11,8707
1976-02-12,8779
1976-02-13,8666
1976-02-14,7855
1976-02-15,7330
1976-02-16,8576
1976-02-17,9072
1976-02-18,8826
1976-02-19,8599
1976-02-20,8845
1976-02-21,7752
1976-02-22,7337
1976-02-23,8687
1976-02-24,8734
1976-02-25,8572
1976-02-26,8714
1976-02-27,8742
1976-02-28,7932
1976-02-29,7559
1976-03-01,8859
1976-03-02,9039
1976-03-03,8849
1976-03-04,8617
1976-03-05,8705
1976-03-06,7560
1976-03-07,7252
1976-03-08,8429
1976-03-09,8712
1976-03-10,8554
1976-03-11,8561
1976-03-12,8654
1976-03-13,7674
1976-03-14,7134
1976-03-15,8467
1976-03-16,8636
1976-03-17,8681
1976-03-18,8472
1976-03-19,8623
1976-03-20,7890
1976-03-21,7384
1976-03-22,8515
1976-03-23,8863
1976-03-24,8389
1976-03-25,8623
1976-03-26,8744
1976-03-27,7725
1976-03-28,7267
1976-03-29,8499
1976-03-30,8818
1976-03-31,8653
1976-04-01,8336
1976-04-02,8641
1976-04-03,7583
1976-04-04,7431
1976-04-05,8279
1976-04-06,8586
1976-04-07,8568
1976-04-08,8507
1976-04-09,8287
1976-04-10,7382
1976-04-11,7056
1976-04-12,8532
1976-04-13,8459
1976-04-14,8694
1976-04-15,8583
1976-04-16,8258
1976-04-17,7538
1976-04-18,7099
1976-04-19,8327
1976-04-20,9036
1976-04-21,8518
1976-04-22,8385
1976-04-23,8497
1976-04-24,7302
1976-04-25,6817
1976-04-26,8332
1976-04-27,8490
1976-04-28,8290
1976-04-29,8093
1976-04-30,8372
1976-05-01,7612
1976-05-02,7090
1976-05-03,8233
1976-05-04,8783
1976-05-05,8602
1976-05-06,8520
1976-05-07,8640
1976-05-08,7379
1976-05-09,6675
1976-05-10,8572
1976-05-11,8876
1976-05-12,8384
1976-05-13,8239
1976-05-14,8627
1976-05-15,7509
1976-05-16,7157
1976-05-17,8740
1976-05-18,8594
1976-05-19,8489
1976-05-20,8414
1976-05-21,8733
1976-05-22,7465
1976-05-23,7014
1976-05-24,8754
1976-05-25,8861
1976-05-26,8433
1976-05-27,8530
1976-05-28,8898
1976-05-29,7745
1976-05-30,7203
1976-05-31,7587
1976-06-01,8927
1976-06-02,8749
1976-06-03,8786
1976-06-04,8854
1976-06-05,7390
1976-06-06,7303
1976-06-07,8415
1976-06-08,9107
1976-06-09,8802
1976-06-10,8986
1976-06-11,9060
1976-06-12,7894
1976-06-13,7440
1976-06-14,8972
1976-06-15,9060
1976-06-16,8968
1976-06-17,8831
1976-06-18,8833
1976-06-19,7829
1976-06-20,7397
1976-06-21,8464
1976-06-22,9048
1976-06-23,8903
1976-06-24,9017
1976-06-25,9126
1976-06-26,7827
1976-06-27,7614
1976-06-28,9071
1976-06-29,9487
1976-06-30,9132
1976-07-01,9072
1976-07-02,9360
1976-07-03,7918
1976-07-04,7893
1976-07-05,7564
1976-07-06,9227
1976-07-07,9947
1976-07-08,9549
1976-07-09,9587
1976-07-10,8269
1976-07-11,7993
1976-07-12,9268
1976-07-13,9476
1976-07-14,9352
1976-07-15,9462
1976-07-16,9568
1976-07-17,8147
1976-07-18,7576
1976-07-19,9300
1976-07-20,9430
1976-07-21,9444
1976-07-22,9411
1976-07-23,9455
1976-07-24,8462
1976-07-25,7811
1976-07-26,9392
1976-07-27,9684
1976-07-28,9164
1976-07-29,9369
1976-07-30,9685
1976-07-31,8234
1976-08-01,7857
1976-08-02,9037
1976-08-03,9583
1976-08-04,9065
1976-08-05,9393
1976-08-06,9655
1976-08-07,8424
1976-08-08,8024
1976-08-09,9343
1976-08-10,9832
1976-08-11,9317
1976-08-12,9722
1976-08-13,9538
1976-08-14,8328
1976-08-15,7823
1976-08-16,9335
1976-08-17,9623
1976-08-18,9519
1976-08-19,9455
1976-08-20,9273
1976-08-21,8748
1976-08-22,8287
1976-08-23,9456
1976-08-24,9877
1976-08-25,9481
1976-08-26,9660
1976-08-27,9862
1976-08-28,8498
1976-08-29,7998
